order_code,order_no,order_id,brand_name,series_name,plate_no,vin,guidance_price,prepaid_rate,finish_time,age,sex,mile_day_avg_afterpick,mile_sum_afterpick,cn_accident,sum_fixed_amount,installment,break_days_sum,break_count,proportion,illegal_sum,illegal_solve_times,is_return,score
515120699485,6262880412600320,3916,标致,标致4008,鄂A04EF7,LDCP11248G4003857,20870000,10.0,2018-01-01 11:23:50,41.0,1.0,32.775899843505485,20943.8,0.0,0.0,227500.0,0.0,0.0,1.0,4.0,4.0,0,719.321
519482016380,6262945446660096,3922,标致,标致4008,湘A6XL24,LDCP11246G4005719,20870000,10.0,2018-01-01 15:02:36,28.0,1.0,32.88732394366197,21015.0,0.0,0.0,227500.0,1.0,1.0,1.0,0.0,0.0,0,708.505
519613052410,6263063924507648,3934,标致,标致2008,粤S8LF12,LDC671T3XG3762810,11820000,10.0,2018-01-08 19:54:17,,,,,0.0,0.0,,,,,,,1,679.83
512010229642,6264201295300608,4000,标致,标致4008,粤S0KL41,LDCP11249G4004922,20870000,10.0,2018-01-08 13:55:47,39.0,1.0,44.43006329113924,28079.8,0.0,0.0,227500.0,0.0,0.0,1.0,8.0,8.0,0,722.068
512915562400,6264279204595712,4001,标致,标致4008,闽CB7N36,LDCP11248G4003891,20870000,12.0,2018-01-13 10:33:38,29.0,1.0,33.44130781499203,20967.7,0.0,0.0,192500.0,4.0,3.0,1.0,0.0,0.0,0,716.877
516948710562,6265918231873536,4051,标致,标致2008,陕A56DT0,LDC671T39G3763902,11820000,10.0,2018-01-15 15:00:34,26.0,1.0,22.8936,14308.5,1.0,0.0,119800.0,0.0,0.0,1.0,19.0,19.0,0,706.9069999999999
519052016927,6266127126529024,4081,标致,标致4008,云A0G9Z1,LDCP11240G4005117,20870000,10.0,2018-01-18 11:28:14,26.0,0.0,36.78408360128618,22879.7,0.0,0.0,227500.0,3.0,3.0,1.0,11.0,11.0,1,703.823
515120926230,6268701925804032,4159,标致,标致4008,陕A93DG3,LDCP1124XG4004170,20870000,10.0,2018-01-03 14:30:04,28.0,1.0,20.931083202511772,13333.1,0.0,0.0,227500.0,1.0,1.0,1.0,2.0,2.0,0,726.047
519709110623,6268758417672192,4167,标致,标致4008,粤S1KM67,LDCP11246G4003985,20870000,10.0,2018-01-01 16:47:04,37.0,1.0,20.691392801251954,13221.8,1.0,130000.0,227500.0,1.0,1.0,1.0,4.0,4.0,1,739.76
510826196893,6269240763024384,4193,标致,标致4008,粤E890J0,LDCP11241G4005031,20870000,10.0,2018-01-19 17:23:33,26.0,1.0,34.551529790660226,21456.5,0.0,0.0,227500.0,1.0,1.0,1.0,2.0,2.0,0,718.515
510649401921,6271381113177088,4232,标致,标致2008,浙BX53L6,LDC671T30G3763464,11820000,10.0,2018-01-05 20:13:54,26.0,1.0,21.855590551181105,13878.3,0.0,0.0,119800.0,4.0,4.0,1.0,0.0,0.0,1,639.327
518662981820,6271542673803264,4243,标致,标致4008,粤E451J9,LDCP11241G4005028,20870000,10.0,2018-01-22 13:37:04,29.0,0.0,21.878155339805822,13520.7,0.0,0.0,227500.0,4.0,3.0,1.0,0.0,0.0,0,737.341
510279616290,6271869424994304,4265,标致,标致2008,陕A50DG7,LDC671T31G3763554,11820000,20.0,2018-01-08 17:21:36,,,,,0.0,0.0,,,,,,,1,683.1160000000001
511509180626,6273919549965312,4339,标致,标致2008,浙BX63M1,LDC671T32G3763479,11820000,10.0,2018-01-07 13:04:48,29.0,0.0,24.117377567140604,15266.3,1.0,0.0,119800.0,0.0,0.0,1.0,8.0,8.0,0,729.8560000000001
512911369300,6274234879248384,4377,标致,标致2008,浙BX82M5,LDC671T32G3763482,11820000,10.0,2018-01-08 11:12:19,30.0,1.0,11.844936708860759,7486.0,0.0,0.0,119800.0,0.0,0.0,1.0,0.0,0.0,0,746.798
512079990116,6274481034560512,4412,标致,标致4008,豫A51XT9,LDCP11249G4004452,20870000,20.0,2018-01-04 17:44:09,29.0,1.0,48.01234905660378,30535.854,0.0,0.0,55300.0,1.0,1.0,1.0,21.0,21.0,0,645.8919999999999
510659204721,6274489429788672,4414,标致,标致4008,粤E922J5,LDCP11240G4007921,20870000,10.0,2018-01-19 15:49:28,27.0,1.0,29.48760064412238,18311.8,0.0,0.0,227500.0,1.0,1.0,1.0,1.0,1.0,1,694.686
510066681921,6275452346566656,4481,标致,标致4008,浙JH7F16,LDCP11244G4005105,20870000,10.0,2018-01-12 14:57:12,29.0,1.0,48.81019108280255,30652.8,0.0,0.0,227500.0,0.0,0.0,1.0,0.0,0.0,0,680.029
519648931820,6277709105333248,4640,标致,标致2008,浙BX92J0,LDC671T34G3763466,11820000,10.0,2018-01-07 16:26:26,27.0,1.0,37.00058609794629,23421.371,0.0,0.0,119800.0,0.0,0.0,1.0,12.0,12.0,0,732.926
513216360595,6280318286398464,4799,标致,标致4008,渝D9N388,LDCP11242G4005104,20870000,10.0,2018-01-10 18:30:55,31.0,1.0,35.25587142857143,22211.199,2.0,298700.0,227500.0,2.0,2.0,1.0,7.0,7.0,0,729.947
516996910062,6280347686635520,4809,标致,标致2008,苏A9R2E0,LDC671T32G3762820,11820000,10.0,2018-01-10 10:30:07,35.0,0.0,13.903650793650794,8759.3,0.0,0.0,119800.0,0.0,0.0,1.0,7.0,7.0,1,729.341
519322016837,6282736648422400,4929,标致,标致2008,苏A3G7U5,LDC671T39G3763396,11820000,10.0,2018-01-09 14:44:11,34.0,1.0,30.11156893819335,19000.4,0.0,0.0,119800.0,0.0,0.0,1.0,1.0,1.0,0,713.158
511126955590,6282742919268352,4930,标致,标致4008,浙JH3J51,LDCP11245G4005100,20870000,10.0,2018-01-19 16:41:36,30.0,0.0,18.184219001610305,11292.4,0.0,0.0,227500.0,0.0,0.0,1.0,4.0,4.0,0,737.436
516919087825,6282845888513024,4944,标致,标致2008,赣A805D0,LDC671T32G3763398,11820000,10.0,2018-01-06 11:48:00,29.0,0.0,5.3036277602523665,3362.5,0.0,0.0,119800.0,0.0,0.0,1.0,0.0,0.0,0,733.832
515891924630,6282999745446912,4963,标致,标致4008,粤E471J2,LDCP11244G4005668,20870000,10.0,2018-01-19 11:26:05,36.0,1.0,10.334837359098227,6417.934,0.0,0.0,227500.0,0.0,0.0,1.0,0.0,0.0,1,737.807
519629003421,6283751010829312,5050,标致,标致4008,浙JH2K79,LDCP11245G4007817,20870000,10.0,2018-01-26 08:19:06,42.0,0.0,27.342671009771987,16788.4,0.0,0.0,227500.0,1.0,1.0,1.0,0.0,0.0,0,704.687
513979610562,6283863080273920,5056,标致,标致4008,桂B17020,LDCP11241G4007989,20870000,10.0,2018-01-12 19:03:01,,,,,0.0,0.0,,,,,,,1,738.3689999999999
518677971320,6285377400604672,5109,标致,标致4008,赣B628L0,LDCP11246G4007809,20870000,14.0,2018-01-11 19:10:02,36.0,1.0,65.97186009538952,41496.3,2.0,71000.0,157500.0,2.0,2.0,1.0,37.0,37.0,0,710.727
516026191923,6285671397197824,5172,标致,标致508,晋AU580F,LDCB13245G2549873,20469900,10.0,2018-01-20 18:20:41,32.0,1.0,24.99016129032258,15493.9,0.0,0.0,199800.0,0.0,0.0,1.0,4.0,3.0,0,686.061
519661925630,6286013624846336,5252,标致,标致4008,桂BDP328,LDCP11241G4007992,20870000,10.0,2018-01-12 18:00:17,34.0,1.0,25.477070063694267,15999.6,0.0,0.0,227500.0,3.0,3.0,1.0,9.0,1.0,0,703.956
511073961240,6286177642088448,5297,标致,标致2008,苏A2J0T5,LDC671T32G3763465,11820000,10.0,2018-01-09 11:04:46,28.0,0.0,11.390015847860539,7187.1,0.0,0.0,119800.0,0.0,0.0,1.0,2.0,2.0,1,730.091
519861912069,6286428974547968,5324,标致,标致4008,川A7R1B6,LDCP11249G4008291,20870000,10.0,2018-02-08 13:12:33,34.0,0.0,22.934608985024962,13783.7,0.0,0.0,227500.0,0.0,0.0,1.0,2.0,2.0,1,746.628
513291928670,6286522996295680,5331,标致,标致2008,苏A5Q9J2,LDC671T31G3763473,11820000,10.0,2018-01-07 10:51:09,24.0,1.0,47.063665086887845,29791.3,0.0,0.0,119800.0,0.0,0.0,1.0,0.0,0.0,0,696.003
511726325890,6286607207172096,5339,标致,标致4008,粤S8LA53,LDCP11247G4003395,20870000,10.0,2018-01-06 16:07:17,30.0,0.0,56.77728706624606,35996.8,0.0,0.0,227500.0,0.0,0.0,1.0,34.0,34.0,0,752.309
510120926253,6288155445102592,5387,标致,标致2008,浙BX91K7,LDC671T34G3763483,11820000,10.0,2018-01-05 20:44:45,34.0,1.0,29.36897637795275,18649.3,0.0,0.0,119800.0,0.0,0.0,1.0,1.0,1.0,0,731.805
510229246511,6289028227827712,5524,标致,标致3008,浙BY71J8,LDCT81244G1579361,18470000,10.0,2018-01-19 16:17:01,36.0,0.0,29.488083735909818,18312.1,0.0,0.0,189800.0,0.0,0.0,1.0,0.0,0.0,0,720.5039999999999
514339150625,6291107344582656,5609,标致,标致3008,浙BX76K3,LDCT8124XG1574441,18470000,14.0,2018-01-05 21:08:23,31.0,1.0,82.44740157480315,52354.1,0.0,0.0,129800.0,30.0,7.0,1.0,28.0,28.0,0,669.301
516241758390,6291195138050048,5620,标致,标致3008,苏A6S5H7,LDCT81246G1574050,18470000,10.0,2018-01-04 22:15:17,26.0,1.0,14.282705974842765,9083.801,1.0,0.0,189800.0,0.0,0.0,1.0,1.0,1.0,1,712.337
518965310862,6291625994028032,5714,标致,标致3008,苏A5W7D0,LDCT81241G1574117,18470000,10.0,2018-01-12 09:29:59,29.0,0.0,22.671496815286627,14237.7,0.0,0.0,189800.0,1.0,1.0,1.0,4.0,4.0,0,721.8489999999999
516054964163,6291661582829568,5719,标致,标致2008,苏A6W7F8,LDC671T34G3764052,11820000,10.0,2018-01-16 12:14:41,,,,,0.0,0.0,,,,,,,1,
510239246051,6291812662871040,5733,标致,标致3008,川A3E0V6,LDCT81246G1574422,18470000,10.0,2018-01-07 14:52:44,33.0,0.0,8.170616113744076,5172.0,0.0,0.0,189800.0,2.0,2.0,1.0,0.0,0.0,0,689.26
512024993186,6292004600349696,5742,标致,标致2008,鲁B2P25W,LDC671T36G3763355,11820000,10.0,2018-01-07 10:58:52,35.0,0.0,14.407112164296993,9119.702,0.0,0.0,119800.0,0.0,0.0,1.0,6.0,6.0,1,768.6110000000001
511022964270,6292333281609728,5767,标致,标致4008,鄂A66F5N,LDCP11241G4008303,20870000,20.0,2018-01-16 16:09:42,41.0,1.0,43.525320512820514,27159.8,0.0,0.0,55300.0,0.0,0.0,1.0,8.0,8.0,1,681.836
511010129653,6293980906653696,5855,标致,标致2008,苏A7X7W0,LDC671T33G3763359,11820000,14.0,2018-01-09 10:18:21,35.0,0.0,27.949286846275754,17636.0,0.0,0.0,79800.0,1.0,1.0,1.0,0.0,0.0,0,688.53
512051987156,6294052191339520,5865,标致,标致4008,桂B00B81,LDCP11248G4007911,20870000,10.0,2018-01-14 15:03:20,36.0,0.0,12.2832,7677.0,1.0,252200.0,227500.0,0.0,0.0,1.0,6.0,5.0,0,727.4960000000001
516143090264,6294218208019456,5890,标致,标致2008,陕A11DJ0,LDC671T35G3763394,11820000,10.0,2018-01-03 14:31:42,34.0,1.0,35.58524332810047,22667.8,0.0,0.0,119800.0,2.0,2.0,1.0,10.0,7.0,0,728.03
512639802321,6294245450023936,5898,标致,标致4008,陕A60DJ3,LDCP11245G4004660,20870000,10.0,2018-01-01 11:15:32,33.0,1.0,25.78772613458529,16478.357,0.0,0.0,227500.0,0.0,0.0,1.0,19.0,9.0,0,711.8430000000001
511980863828,6294515414140928,5942,标致,标致2008,陕A06DJ3,LDC671T37G3763400,11820000,10.0,2018-01-01 11:17:20,40.0,0.0,17.00625978090767,10867.0,0.0,0.0,119800.0,0.0,0.0,1.0,4.0,4.0,1,728.81
513659208021,6296545477067776,6032,标致,标致3008,晋AU421A,LDCT81245G1577568,18470000,20.0,2018-01-21 12:42:15,32.0,0.0,15.272536348949918,9453.7,0.0,0.0,29800.0,0.0,0.0,1.0,2.0,2.0,0,705.377
516102090278,6296661608630272,6048,标致,标致2008,桂A80D47,LDC671T31G3764039,11820000,10.0,2018-01-08 20:18:03,28.0,0.0,32.562658227848104,20579.6,1.0,387900.0,119800.0,0.0,0.0,1.0,4.0,4.0,0,694.8589999999999
513975710862,6296944100475904,6085,标致,标致4008,粤S041RD,LDCP11247G4005969,20870000,10.0,2018-01-23 11:46:33,39.0,1.0,21.0904376012966,13012.8,0.0,0.0,227500.0,0.0,0.0,1.0,3.0,3.0,1,729.697
513813267970,6297166448756736,6143,标致,标致4008,粤E068K0,LDCP11249G4007951,20870000,10.0,2018-01-21 15:00:38,30.0,0.0,24.495476575121163,15162.7,0.0,0.0,227500.0,2.0,2.0,1.0,0.0,0.0,0,707.448
517958310762,6297218479458304,6150,标致,标致3008,浙BY31J9,LDCT81241G1578507,18470000,10.0,2018-01-20 16:33:40,37.0,1.0,15.974516129032258,9904.2,1.0,50000.0,189800.0,0.0,0.0,1.0,4.0,4.0,1,738.567
510922201076,6297940489831424,6242,标致,标致2008,云A3H0V6,LDC671T31G3763957,11820000,10.0,2018-01-23 13:56:46,28.0,1.0,23.8870340356564,14738.3,1.0,0.0,119800.0,0.0,0.0,1.0,2.0,2.0,1,732.3580000000001
513639401721,6297992526988288,6245,标致,标致4008,桂A0U395,LDCP11245G4008210,20870000,10.0,2018-01-14 16:18:17,25.0,1.0,44.09009584664536,27600.4,0.0,0.0,227500.0,0.0,0.0,1.0,5.0,5.0,1,702.158
511326367690,6299410046977024,6304,标致,标致4008,晋AT881R,LDCP11240G4004405,20870000,10.0,2018-01-11 16:29:49,43.0,0.0,26.198092209856917,16478.6,0.0,0.0,227500.0,1.0,1.0,1.0,0.0,0.0,0,741.3919999999999
517531928660,6299412896548864,6307,标致,标致4008,云A1G0Z3,LDCP11242G4005118,20870000,10.0,2018-01-16 11:29:14,38.0,1.0,31.50336538461539,19658.1,0.0,0.0,227500.0,0.0,0.0,1.0,6.0,6.0,0,714.2260000000001
512419140629,6299491691857920,6342,标致,标致2008,鲁G9Q882,LDC671T32G3765796,11820000,10.0,2018-01-20 17:40:59,26.0,1.0,25.5,15810.0,2.0,1009900.0,119800.0,4.0,3.0,0.75,12.0,12.0,1,676.586
512659205421,6299553704641536,6365,标致,标致2008,豫A67SM3,LDC671T32G3763885,11820000,10.0,2018-01-23 12:32:23,30.0,1.0,12.47163695299838,7695.0,0.0,0.0,119800.0,0.0,0.0,1.0,2.0,2.0,1,660.3539999999999
514046331927,6299791499954176,6416,标致,标致4008,湘A3P57Q,LDCP11248G4008279,20870000,10.0,2018-01-19 11:46:57,27.0,0.0,7.509017713365541,4663.1,0.0,0.0,227500.0,0.0,0.0,1.0,2.0,2.0,0,745.5060000000001
512074933196,6299814633505792,6428,标致,标致4008,桂AE788A,LDCP11241G4007815,20870000,10.0,2018-01-15 16:22:41,31.0,1.0,11.76544,7353.4,0.0,0.0,227500.0,0.0,0.0,1.0,1.0,1.0,0,661.0239999999999
510537616293,6299878733285376,6444,标致,标致2008,粤E036K1,LDC671T39G3766220,11820000,10.0,2018-01-20 18:06:15,31.0,1.0,17.375645161290322,10772.9,0.0,0.0,119800.0,0.0,0.0,1.0,3.0,3.0,1,733.552
517929100622,6300143755756544,6510,标致,标致3008,晋AU718R,LDCT8124XG1579526,18470000,10.0,2018-01-24 16:07:39,52.0,0.0,40.861201298701296,25170.5,0.0,0.0,189800.0,1.0,1.0,1.0,7.0,7.0,1,742.4630000000001
516910632340,6300268056578048,6550,标致,标致2008,桂BE0358,LDC671T38G3766466,11820000,20.0,2018-01-22 20:02:11,36.0,1.0,28.021197411003232,17317.1,3.0,1715800.0,19800.0,1.0,1.0,1.0,10.0,10.0,1,688.055
514029190625,6300487826146304,6587,标致,标致508,粤T3209C,LDCB13243G2548933,20469900,14.0,2018-01-13 11:57:54,31.0,1.0,94.33859649122809,59150.3,1.0,0.0,129800.0,3.0,3.0,1.0,2.0,2.0,1,643.268
515316299020,6300676446488576,6618,标致,标致4008,粤E905J6,LDCP11242G4005037,20870000,10.0,2018-01-18 17:42:22,41.0,1.0,29.09131832797427,18094.8,0.0,0.0,227500.0,0.0,0.0,1.0,4.0,4.0,1,686.498
519615512200,6300703361271808,6620,标致,标致4008,闽CB7Z05,LDCP11241G4008060,20870000,12.0,2018-01-23 19:27:22,30.0,1.0,51.12933549432739,31546.8,1.0,1028100.0,192500.0,3.0,3.0,1.0,8.0,2.0,0,712.488
511826260990,6302203400816640,6698,标致,标致4008,闽AY561J,LDCP11244G4007758,20870000,12.0,2018-01-21 16:51:23,,,,,0.0,0.0,,,,,,,1,718.028
515217760291,6302222990313472,6708,标致,标致2008,闽DA3D05,LDC671T30G3764050,11820000,10.0,2018-01-18 18:55:12,31.0,1.0,38.27009646302251,23804.0,1.0,78330.0,119800.0,1.0,1.0,1.0,6.0,6.0,0,651.442
510587216292,6302359836492800,6753,标致,标致2008,粤S143NE,LDC671T30G3763710,11820000,10.0,2018-01-22 10:11:00,31.0,1.0,21.73527508090615,13432.4,1.0,1350000.0,119800.0,0.0,0.0,1.0,1.0,0.0,0,692.96
516112091276,6302696953578496,6838,标致,标致4008,晋AT173R,LDCP11241G4003568,20870000,10.0,2018-01-12 14:54:34,34.0,1.0,35.50493630573247,22297.1,1.0,441900.0,227500.0,0.0,0.0,1.0,2.0,2.0,1,706.038
515110926222,6302741771813888,6864,标致,标致4008,苏A3R0Z0,LDCP11242G4004986,20870000,10.0,2018-01-14 20:15:55,,,,,0.0,0.0,,,,,,,1,714.273
510829206401,6302819088467968,6902,标致,标致4008,黑A31937,LDCP11247G4007947,20870000,14.0,2018-01-11 18:05:05,33.0,1.0,28.92655007949125,18194.8,0.0,0.0,157500.0,0.0,0.0,1.0,10.0,10.0,1,732.9739999999999
511626742690,6302863514928128,6920,标致,标致3008,辽A396LN,LDCT81241G1563540,18470000,10.0,2018-01-07 11:00:18,,,,,0.0,0.0,,,,,,,1,
510559216301,6302969617844224,6958,标致,标致2008,苏A1W0H8,LDC671T30G3765232,11820000,12.0,2018-01-15 14:29:51,37.0,1.0,49.6136,31008.5,0.0,0.0,99800.0,3.0,3.0,1.0,10.0,10.0,0,676.065
512031987176,6303079426426880,6983,标致,标致4008,桂B01200,LDCP11240G4008003,20870000,10.0,2018-01-12 17:03:17,,,,,0.0,0.0,,,,,,,1,698.559
511026963240,6303090003837952,6985,标致,标致4008,豫A80WL5,LDCP11245G4008272,20870000,10.0,2018-01-15 14:47:47,29.0,1.0,48.59136,30369.6,0.0,0.0,227500.0,0.0,0.0,1.0,8.0,8.0,0,684.93
516142096223,6303411825083392,7052,标致,标致4008,鲁B9P61W,LDCP11242G4005717,20870000,20.0,2018-01-06 19:28:24,58.0,0.0,1.428905362776025,905.926,1.0,70000.0,55300.0,0.0,0.0,1.0,2.0,2.0,1,709.441
516251947290,6303440240444416,7061,标致,标致2008,苏A6S2H0,LDC671T38G3763468,11820000,12.0,2018-01-08 17:31:10,53.0,1.0,18.001740506329114,11377.1,0.0,0.0,99800.0,0.0,0.0,1.0,0.0,0.0,0,736.802
516066321924,6304766170728448,7127,标致,标致3008,赣A780J5,LDCT81243G1579495,18470000,20.0,2018-01-20 17:06:46,41.0,1.0,22.558225806451613,13986.1,0.0,0.0,29800.0,0.0,0.0,1.0,3.0,3.0,0,720.943
510076416297,6305097872836608,7186,标致,标致4008,云A5G6D2,LDCP1124XG4007649,20870000,10.0,2018-01-11 16:38:46,46.0,0.0,31.093958664546896,19558.1,0.0,0.0,227500.0,0.0,0.0,1.0,10.0,10.0,0,742.383
510029256701,6305467237861376,7279,标致,标致3008,川AT31J7,LDCT81244G1574418,18470000,10.0,2018-01-01 14:37:50,32.0,1.0,27.24774647887325,17411.31,0.0,0.0,189800.0,0.0,0.0,1.0,2.0,2.0,1,702.794
516241259790,6305572897294336,7345,标致,标致2008,苏C9B079,LDC671T33G3763961,11820000,18.0,2018-01-15 09:55:14,29.0,0.0,33.82864,21142.9,0.0,0.0,39800.0,1.0,1.0,1.0,23.0,23.0,0,656.617
510510029632,6305626134021120,7367,标致,标致4008,粤T05S10,LDCP11240G4005957,20870000,10.0,2018-01-08 13:22:14,30.0,1.0,4.927848101265823,3114.4,1.0,1173700.0,227500.0,3.0,3.0,1.0,2.0,2.0,0,743.862
510877016292,6305736981644288,7453,标致,标致4008,赣BE7855,LDCP11241G4004137,20870000,10.0,2018-01-01 17:13:00,31.0,0.0,14.120031298904538,9022.7,0.0,0.0,227500.0,0.0,0.0,1.0,2.0,2.0,0,755.65
512717266960,6305765915494400,7469,标致,标致4008,赣B055P3,LDCP1124XG4007859,20870000,18.0,2018-01-12 12:39:22,36.0,1.0,52.492515923566884,32965.3,0.0,0.0,88300.0,1.0,1.0,1.0,0.0,0.0,0,698.565
514046321928,6305937626171392,7520,标致,标致4008,苏D699LC,LDCP11240G4007840,20870000,16.0,2018-01-13 18:09:45,44.0,1.0,16.117703349282294,10105.8,0.0,0.0,123300.0,0.0,0.0,1.0,0.0,0.0,0,715.204
513619170623,6307891852281856,7656,标致,标致2008,鄂A58F0U,LDC671T33G3765788,11820000,16.0,2018-01-17 11:39:27,37.0,0.0,23.690048154093102,14758.9,0.0,0.0,59800.0,3.0,3.0,1.0,24.0,24.0,1,716.997
512913360820,6308051244517376,7703,标致,标致2008,苏A5H7P2,LDC671T39G3763480,11820000,20.0,2018-01-08 19:04:08,23.0,1.0,35.29319620253165,22305.3,1.0,945000.0,19800.0,0.0,0.0,1.0,6.0,6.0,1,646.9780000000001
517210760593,6308239078228992,7749,标致,标致3008,苏E03H3S,LDCT81243G1579545,18470000,10.0,2018-01-18 17:24:00,34.0,1.0,29.62572347266881,18427.2,0.0,0.0,189800.0,2.0,2.0,1.0,1.0,1.0,1,652.01
512210329612,6308273522247680,7760,标致,标致4008,桂A63Z43,LDCP11247G4007804,20870000,20.0,2018-01-14 19:07:01,44.0,1.0,33.49760383386582,20969.5,1.0,900337.9999999999,55300.0,0.0,0.0,1.0,5.0,5.0,0,694.682
517649203221,6308335196701696,7781,标致,标致4008,粤E742E0,LDCP11240G4005912,20870000,10.0,2018-01-20 20:16:54,32.0,1.0,13.241914516129029,8209.987,1.0,96800.0,227500.0,0.0,0.0,1.0,2.0,2.0,0,650.819
516291449190,6308360101790720,7791,标致,标致2008,陕A83DX3,LDC671T31G3766096,11820000,10.0,2018-01-24 15:32:30,29.0,1.0,5.041883116883117,3105.8,0.0,0.0,119800.0,0.0,0.0,1.0,2.0,2.0,0,709.164
519262016726,6308363487773696,7792,标致,标致2008,粤E740J3,LDC671T33G3763555,11820000,12.0,2018-01-21 17:01:55,33.0,1.0,41.1470113085622,25470.0,1.0,0.0,99800.0,6.0,5.0,1.0,4.0,4.0,1,702.107
516026521926,6308531221496832,7848,标致,标致2008,浙BX91L8,LDC671T35G3763489,11820000,10.0,2018-01-02 09:58:00,31.0,1.0,18.212382445141067,11619.5,0.0,0.0,119800.0,0.0,0.0,1.0,4.0,4.0,0,724.664
516621928670,6308596606109696,7859,标致,标致4008,粤E492F5,LDCP11242G4005667,20870000,20.0,2018-01-20 19:13:08,36.0,0.0,22.53488064516129,13971.626,0.0,0.0,55300.0,0.0,0.0,1.0,0.0,0.0,0,703.201
512619405621,6308611267266560,7866,标致,标致4008,苏E53G2M,LDCP11240G4007837,20870000,10.0,2018-01-07 14:27:50,23.0,0.0,35.67235387045813,22580.6,1.0,0.0,227500.0,2.0,2.0,1.0,6.0,6.0,1,692.7719999999999
519016321926,6308663501652992,7875,标致,标致4008,赣A816E2,LDCP11242G4007919,20870000,10.0,2018-01-13 14:21:22,28.0,0.0,28.52488038277512,17885.1,0.0,0.0,227500.0,0.0,0.0,1.0,0.0,0.0,0,758.367
513110095691,6308756923614208,7897,标致,标致2008,渝D3Q678,LDC671T35G3764156,11820000,10.0,2018-01-21 10:45:01,37.0,0.0,0.0,0.0,1.0,0.0,119800.0,1.0,1.0,1.0,11.0,11.0,1,738.992
513985610862,6308830139516928,7928,标致,标致4008,闽CB2Z63,LDCP11242G4007760,20870000,10.0,2018-01-21 18:55:37,32.0,1.0,,,2.0,93400.0,227500.0,34.0,2.0,0.25,6.0,3.0,1,623.398
511706961210,6309286712607744,8032,标致,标致2008,桂A36L43,LDC671T35G3763878,11820000,14.0,2018-01-12 13:39:40,39.0,1.0,23.947292993630573,15038.9,0.0,0.0,79800.0,0.0,0.0,1.0,0.0,0.0,0,685.382
517619203521,6310736714007552,8100,标致,标致4008,桂A07X40,LDCP11243G4005970,20870000,10.0,2018-01-14 08:47:03,39.0,1.0,25.512779552715653,15971.0,0.0,0.0,227500.0,0.0,0.0,1.0,0.0,0.0,0,700.444
511126745890,6310908569585664,8151,标致,标致2008,鲁V76523,LDC671T32G3764065,11820000,10.0,2018-01-15 16:54:05,32.0,1.0,16.90352,10564.7,0.0,0.0,119800.0,1.0,1.0,1.0,3.0,3.0,1,735.546
